Site name,Country,State/Region,Latitude,Longitude,Profile name,Thickness range,Mean thickness (cm),LLST,MLST,MLST-A,MLST-B,MLST-C,MLST-C1,MLST-C2,MLST-C3,ULST,Various,Phase uncertainty,Distance from vent (km),Altitude (m),Depth of tephra layer (cm),Fan direction...23,Fan direction...24,Associated archaeology,Primary,Secondary,Reworked,Fall,Fluvial,XRF,Heavy minerals,Trace elements,Grain size distribution,Shard morphology,Comments,Reference1,Reference2,Reference3,Reference4,Reference5,Reference6,Update,Regional co-ordinates...62,Regional co-ordinates...63,unique_id
Juvigne_1991.43,France,Bourgogne,47.2848296584,4.73835666233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,2,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Juvigné, Etienne H. “Distribution of Widespread Postglacial Tephra Sheets from the Eifel and the Central-Massif in Ne France and Neighboring Regions.” Comptes Rendus De l’Academie Des Sciences Serie II 312, no. 4 (February 1991): 415–20.","Juvigné, Etienne H. “La Zone de Dispersion Des Poussières Émises Par Une Des Dernières Éruptions Du Volcan Du Laachersee (Eifel).” Zeitschrift Für Geomorphologie N.F. 21, no. 3 (1977): 323–42.",NA,NA,NA,NA,Update 7,NA,NA,37
Juvigne_1991.44,France,Bourgogne,47.2403902008,4.11064931751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,2,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Juvigné, Etienne H. “Distribution of Widespread Postglacial Tephra Sheets from the Eifel and the Central-Massif in Ne France and Neighboring Regions.” Comptes Rendus De l’Academie Des Sciences Serie II 312, no. 4 (February 1991): 415–20.","Juvigné, Etienne H. “La Zone de Dispersion Des Poussières Émises Par Une Des Dernières Éruptions Du Volcan Du Laachersee (Eifel).” Zeitschrift Für Geomorphologie N.F. 21, no. 3 (1977): 323–42.",NA,NA,NA,NA,Update 7,NA,NA,38
Juvigne_1991.45,France,Bourgogne,47.2070606073,3.70513926207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,2,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Juvigné, Etienne H. “Distribution of Widespread Postglacial Tephra Sheets from the Eifel and the Central-Massif in Ne France and Neighboring Regions.” Comptes Rendus De l’Academie Des Sciences Serie II 312, no. 4 (February 1991): 415–20.","Juvigné, Etienne H. “La Zone de Dispersion Des Poussières Émises Par Une Des Dernières Éruptions Du Volcan Du Laachersee (Eifel).” Zeitschrift Für Geomorphologie N.F. 21, no. 3 (1977): 323–42.",NA,NA,NA,NA,Update 7,NA,NA,39
Juvigne_1991.49,France,Bourgogne,48.0847399044,3.51627156538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,2,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Juvigné, Etienne H. “Distribution of Widespread Postglacial Tephra Sheets from the Eifel and the Central-Massif in Ne France and Neighboring Regions.” Comptes Rendus De l’Academie Des Sciences Serie II 312, no. 4 (February 1991): 415–20.","Juvigné, Etienne H. “La Zone de Dispersion Des Poussières Émises Par Une Des Dernières Éruptions Du Volcan Du Laachersee (Eifel).” Zeitschrift Für Geomorphologie N.F. 21, no. 3 (1977): 323–42.",NA,NA,NA,NA,Update 7,NA,NA,40
Juvigne_1991.76,France,Bourgogne,47.8625426142,3.26629961394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,2,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Juvigné, Etienne H. “Distribution of Widespread Postglacial Tephra Sheets from the Eifel and the Central-Massif in Ne France and Neighboring Regions.” Comptes Rendus De l’Academie Des Sciences Serie II 312, no. 4 (February 1991): 415–20.","Juvigné, Etienne H. “La Zone de Dispersion Des Poussières Émises Par Une Des Dernières Éruptions Du Volcan Du Laachersee (Eifel).” Zeitschrift Für Geomorphologie N.F. 21, no. 3 (1977): 323–42.",NA,NA,NA,NA,Update 7,NA,NA,41
Juvigne_1991.77,France,Bourgogne,47.7625538334,3.01632766159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,2,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Juvigné, Etienne H. “Distribution of Widespread Postglacial Tephra Sheets from the Eifel and the Central-Massif in Ne France and Neighboring Regions.” Comptes Rendus De l’Academie Des Sciences Serie II 312, no. 4 (February 1991): 415–20.","Juvigné, Etienne H. “La Zone de Dispersion Des Poussières Émises Par Une Des Dernières Éruptions Du Volcan Du Laachersee (Eifel).” Zeitschrift Für Geomorphologie N.F. 21, no. 3 (1977): 323–42.",NA,NA,NA,NA,Update 7,NA,NA,42
Juvigne_1991.78,France,Centre,47.6181255942,2.92744874566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,2,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Juvigné, Etienne H. “Distribution of Widespread Postglacial Tephra Sheets from the Eifel and the Central-Massif in Ne France and Neighboring Regions.” Comptes Rendus De l’Academie Des Sciences Serie II 312, no. 4 (February 1991): 415–20.","Juvigné, Etienne H. “La Zone de Dispersion Des Poussières Émises Par Une Des Dernières Éruptions Du Volcan Du Laachersee (Eifel).” Zeitschrift Für Geomorphologie N.F. 21, no. 3 (1977): 323–42.",NA,NA,NA,NA,Update 7,NA,NA,43
Juvigne_1991.79,France,Centre,47.9680863264,1.30540852568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,2,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Juvigné, Etienne H. “Distribution of Widespread Postglacial Tephra Sheets from the Eifel and the Central-Massif in Ne France and Neighboring Regions.” Comptes Rendus De l’Academie Des Sciences Serie II 312, no. 4 (February 1991): 415–20.","Juvigné, Etienne H. “La Zone de Dispersion Des Poussières Émises Par Une Des Dernières Éruptions Du Volcan Du Laachersee (Eifel).” Zeitschrift Für Geomorphologie N.F. 21, no. 3 (1977): 323–42.",NA,NA,NA,NA,Update 7,NA,NA,44
Juvigne_1991.80,France,Centre,47.8403228845,1.44983676396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,2,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Juvigné, Etienne H. “Distribution of Widespread Postglacial Tephra Sheets from the Eifel and the Central-Massif in Ne France and Neighboring Regions.” Comptes Rendus De l’Academie Des Sciences Serie II 312, no. 4 (February 1991): 415–20.","Juvigné, Etienne H. “La Zone de Dispersion Des Poussières Émises Par Une Des Dernières Éruptions Du Volcan Du Laachersee (Eifel).” Zeitschrift Für Geomorphologie N.F. 21, no. 3 (1977): 323–42.",NA,NA,NA,NA,Update 7,NA,NA,45
Juvigne_1991.81,France,Centre,47.6736749166,1.64981432547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,2,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Juvigné, Etienne H. “Distribution of Widespread Postglacial Tephra Sheets from the Eifel and the Central-Massif in Ne France and Neighboring Regions.” Comptes Rendus De l’Academie Des Sciences Serie II 312, no. 4 (February 1991): 415–20.","Juvigné, Etienne H. “La Zone de Dispersion Des Poussières Émises Par Une Des Dernières Éruptions Du Volcan Du Laachersee (Eifel).” Zeitschrift Für Geomorphologie N.F. 21, no. 3 (1977): 323–42.",NA,NA,NA,NA,Update 7,NA,NA,46
Juvigne_1991.82,France,Centre,47.6125706618,2.07754410967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,2,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Juvigné, Etienne H. “Distribution of Widespread Postglacial Tephra Sheets from the Eifel and the Central-Massif in Ne France and Neighboring Regions.” Comptes Rendus De l’Academie Des Sciences Serie II 312, no. 4 (February 1991): 415–20.","Juvigné, Etienne H. “La Zone de Dispersion Des Poussières Émises Par Une Des Dernières Éruptions Du Volcan Du Laachersee (Eifel).” Zeitschrift Für Geomorphologie N.F. 21, no. 3 (1977): 323–42.",NA,NA,NA,NA,Update 7,NA,NA,47
Juvigne_1991.83,France,Centre,47.4237029651,2.33862592595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,2,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Juvigné, Etienne H. “Distribution of Widespread Postglacial Tephra Sheets from the Eifel and the Central-Massif in Ne France and Neighboring Regions.” Comptes Rendus De l’Academie Des Sciences Serie II 312, no. 4 (February 1991): 415–20.","Juvigné, Etienne H. “La Zone de Dispersion Des Poussières Émises Par Une Des Dernières Éruptions Du Volcan Du Laachersee (Eifel).” Zeitschrift Für Geomorphologie N.F. 21, no. 3 (1977): 323–42.",NA,NA,NA,NA,Update 7,NA,NA,48
Juvigne_1991.84,France,Centre,47.5014720171,2.61081760705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,2,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Juvigné, Etienne H. “Distribution of Widespread Postglacial Tephra Sheets from the Eifel and the Central-Massif in Ne France and Neighboring Regions.” Comptes Rendus De l’Academie Des Sciences Serie II 312, no. 4 (February 1991): 415–20.","Juvigné, Etienne H. “La Zone de Dispersion Des Poussières Émises Par Une Des Dernières Éruptions Du Volcan Du Laachersee (Eifel).” Zeitschrift Für Geomorphologie N.F. 21, no. 3 (1977): 323–42.",NA,NA,NA,NA,Update 7,NA,NA,49
Juvigne_1991.85,France,Centre,47.2237254036,2.75524584532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,2,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Juvigné, Etienne H. “Distribution of Widespread Postglacial Tephra Sheets from the Eifel and the Central-Massif in Ne France and Neighboring Regions.” Comptes Rendus De l’Academie Des Sciences Serie II 312, no. 4 (February 1991): 415–20.","Juvigné, Etienne H. “La Zone de Dispersion Des Poussières Émises Par Une Des Dernières Éruptions Du Volcan Du Laachersee (Eifel).” Zeitschrift Für Geomorphologie N.F. 21, no. 3 (1977): 323–42.",NA,NA,NA,NA,Update 7,NA,NA,50
Juvigne_1991.86,France,Centre,47.2848296584,3.31073907145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,2,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Juvigné, Etienne H. “Distribution of Widespread Postglacial Tephra Sheets from the Eifel and the Central-Massif in Ne France and Neighboring Regions.” Comptes Rendus De l’Academie Des Sciences Serie II 312, no. 4 (February 1991): 415–20.","Juvigné, Etienne H. “La Zone de Dispersion Des Poussières Émises Par Une Des Dernières Éruptions Du Volcan Du Laachersee (Eifel).” Zeitschrift Für Geomorphologie N.F. 21, no. 3 (1977): 323–42.",NA,NA,NA,NA,Update 7,NA,NA,51
Juvigne_1991.19,France,Champagne-Ardenne,47.9958609876,5.73268953749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,2,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Juvigné, Etienne H. “Distribution of Widespread Postglacial Tephra Sheets from the Eifel and the Central-Massif in Ne France and Neighboring Regions.” Comptes Rendus De l’Academie Des Sciences Serie II 312, no. 4 (February 1991): 415–20.","Juvigné, Etienne H. “La Zone de Dispersion Des Poussières Émises Par Une Des Dernières Éruptions Du Volcan Du Laachersee (Eifel).” Zeitschrift Für Geomorphologie N.F. 21, no. 3 (1977): 323–42.",NA,NA,NA,NA,Update 7,NA,NA,52
Juvigne_1991.20,France,Champagne-Ardenne,47.7792186297,5.64936555308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,2,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Juvigné, Etienne H. “Distribution of Widespread Postglacial Tephra Sheets from the Eifel and the Central-Massif in Ne France and Neighboring Regions.” Comptes Rendus De l’Academie Des Sciences Serie II 312, no. 4 (February 1991): 415–20.","Juvigné, Etienne H. “La Zone de Dispersion Des Poussières Émises Par Une Des Dernières Éruptions Du Volcan Du Laachersee (Eifel).” Zeitschrift Für Geomorphologie N.F. 21, no. 3 (1977): 323–42.",NA,NA,NA,NA,Update 7,NA,NA,53
Juvigne_1991.24,France,Champagne-Ardenne,47.795883427,5.24941043095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,2,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Juvigné, Etienne H. “Distribution of Widespread Postglacial Tephra Sheets from the Eifel and the Central-Massif in Ne France and Neighboring Regions.” Comptes Rendus De l’Academie Des Sciences Serie II 312, no. 4 (February 1991): 415–20.","Juvigné, Etienne H. “La Zone de Dispersion Des Poussières Émises Par Une Des Dernières Éruptions Du Volcan Du Laachersee (Eifel).” Zeitschrift Für Geomorphologie N.F. 21, no. 3 (1977): 323–42.",NA,NA,NA,NA,Update 7,NA,NA,54
Juvigne_1991.25,France,Champagne-Ardenne,47.9680863264,5.3105146857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,2,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Juvigné, Etienne H. “Distribution of Widespread Postglacial Tephra Sheets from the Eifel and the Central-Massif in Ne France and Neighboring Regions.” Comptes Rendus De l’Academie Des Sciences Serie II 312, no. 4 (February 1991): 415–20.","Juvigné, Etienne H. “La Zone de Dispersion Des Poussières Émises Par Une Des Dernières Éruptions Du Volcan Du Laachersee (Eifel).” Zeitschrift Für Geomorphologie N.F. 21, no. 3 (1977): 323–42.",NA,NA,NA,NA,Update 7,NA,NA,55
Juvigne_1991.26,France,Champagne-Ardenne,48.0458553784,4.99388354619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,2,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Juvigné, Etienne H. “Distribution of Widespread Postglacial Tephra Sheets from the Eifel and the Central-Massif in Ne France and Neighboring Regions.” Comptes Rendus De l’Academie Des Sciences Serie II 312, no. 4 (February 1991): 415–20.","Juvigné, Etienne H. “La Zone de Dispersion Des Poussières Émises Par Une Des Dernières Éruptions Du Volcan Du Laachersee (Eifel).” Zeitschrift Für Geomorphologie N.F. 21, no. 3 (1977): 323–42.",NA,NA,NA,NA,Update 7,NA,NA,56
Juvigne_1991.27,France,Champagne-Ardenne,48.0958497684,5.28829495605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,2,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Juvigné, Etienne H. “Distribution of Widespread Postglacial Tephra Sheets from the Eifel and the Central-Massif in Ne France and Neighboring Regions.” Comptes Rendus De l’Academie Des Sciences Serie II 312, no. 4 (February 1991): 415–20.","Juvigné, Etienne H. “La Zone de Dispersion Des Poussières Émises Par Une Des Dernières Éruptions Du Volcan Du Laachersee (Eifel).” Zeitschrift Für Geomorphologie N.F. 21, no. 3 (1977): 323–42.",NA,NA,NA,NA,Update 7,NA,NA,57
Juvigne_1991.28,France,Champagne-Ardenne,48.2347230751,5.23830056612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,2,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Juvigné, Etienne H. “Distribution of Widespread Postglacial Tephra Sheets from the Eifel and the Central-Massif in Ne France and Neighboring Regions.” Comptes Rendus De l’Academie Des Sciences Serie II 312, no. 4 (February 1991): 415–20.","Juvigné, Etienne H. “La Zone de Dispersion Des Poussières Émises Par Une Des Dernières Éruptions Du Volcan Du Laachersee (Eifel).” Zeitschrift Für Geomorphologie N.F. 21, no. 3 (1977): 323–42.",NA,NA,NA,NA,Update 7,NA,NA,58
Juvigne_1991.29,France,Champagne-Ardenne,48.3180470595,5.07165259819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,2,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Juvigné, Etienne H. “Distribution of Widespread Postglacial Tephra Sheets from the Eifel and the Central-Massif in Ne France and Neighboring Regions.” Comptes Rendus De l’Academie Des Sciences Serie II 312, no. 4 (February 1991): 415–20.","Juvigné, Etienne H. “La Zone de Dispersion Des Poussières Émises Par Une Des Dernières Éruptions Du Volcan Du Laachersee (Eifel).” Zeitschrift Für Geomorphologie N.F. 21, no. 3 (1977): 323–42.",NA,NA,NA,NA,Update 7,NA,NA,59
Juvigne_1991.30,France,Champagne-Ardenne,48.4569203654,5.0772075306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,2,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Juvigné, Etienne H. “Distribution of Widespread Postglacial Tephra Sheets from the Eifel and the Central-Massif in Ne France and Neighboring Regions.” Comptes Rendus De l’Academie Des Sciences Serie II 312, no. 4 (February 1991): 415–20.","Juvigné, Etienne H. “La Zone de Dispersion Des Poussières Émises Par Une Des Dernières Éruptions Du Volcan Du Laachersee (Eifel).” Zeitschrift Für Geomorphologie N.F. 21, no. 3 (1977): 323–42.",NA,NA,NA,NA,Update 7,NA,NA,60
Juvigne_1991.31,France,Champagne-Ardenne,48.5735739434,4.99388354619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,2,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Juvigné, Etienne H. “Distribution of Widespread Postglacial Tephra Sheets from the Eifel and the Central-Massif in Ne France and Neighboring Regions.” Comptes Rendus De l’Academie Des Sciences Serie II 312, no. 4 (February 1991): 415–20.","Juvigné, Etienne H. “La Zone de Dispersion Des Poussières Émises Par Une Des Dernières Éruptions Du Volcan Du Laachersee (Eifel).” Zeitschrift Für Geomorphologie N.F. 21, no. 3 (1977): 323–42.",NA,NA,NA,NA,Update 7,NA,NA,61
Juvigne_1991.33,France,Champagne-Ardenne,48.4958048914,4.82723557916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,2,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Juvigné, Etienne H. “Distribution of Widespread Postglacial Tephra Sheets from the Eifel and the Central-Massif in Ne France and Neighboring Regions.” Comptes Rendus De l’Academie Des Sciences Serie II 312, no. 4 (February 1991): 415–20.","Juvigné, Etienne H. “La Zone de Dispersion Des Poussières Émises Par Une Des Dernières Éruptions Du Volcan Du Laachersee (Eifel).” Zeitschrift Für Geomorphologie N.F. 21, no. 3 (1977): 323–42.",NA,NA,NA,NA,Update 7,NA,NA,62
Juvigne_1991.34,France,Champagne-Ardenne,48.401371043,4.64392281399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,2,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Juvigné, Etienne H. “Distribution of Widespread Postglacial Tephra Sheets from the Eifel and the Central-Massif in Ne France and Neighboring Regions.” Comptes Rendus De l’Academie Des Sciences Serie II 312, no. 4 (February 1991): 415–20.","Juvigné, Etienne H. “La Zone de Dispersion Des Poussières Émises Par Une Des Dernières Éruptions Du Volcan Du Laachersee (Eifel).” Zeitschrift Für Geomorphologie N.F. 21, no. 3 (1977): 323–42.",NA,NA,NA,NA,Update 7,NA,NA,63
Juvigne_1991.35,France,Champagne-Ardenne,48.2736076011,4.47727484606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,2,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Juvigné, Etienne H. “Distribution of Widespread Postglacial Tephra Sheets from the Eifel and the Central-Massif in Ne France and Neighboring Regions.” Comptes Rendus De l’Academie Des Sciences Serie II 312, no. 4 (February 1991): 415–20.","Juvigné, Etienne H. “La Zone de Dispersion Des Poussières Émises Par Une Des Dernières Éruptions Du Volcan Du Laachersee (Eifel).” Zeitschrift Für Geomorphologie N.F. 21, no. 3 (1977): 323–42.",NA,NA,NA,NA,Update 7,NA,NA,64
Juvigne_1991.36,France,Champagne-Ardenne,48.1680638879,4.48838471089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,2,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Juvigné, Etienne H. “Distribution of Widespread Postglacial Tephra Sheets from the Eifel and the Central-Massif in Ne France and Neighboring Regions.” Comptes Rendus De l’Academie Des Sciences Serie II 312, no. 4 (February 1991): 415–20.","Juvigné, Etienne H. “La Zone de Dispersion Des Poussières Émises Par Une Des Dernières Éruptions Du Volcan Du Laachersee (Eifel).” Zeitschrift Für Geomorphologie N.F. 21, no. 3 (1977): 323–42.",NA,NA,NA,NA,Update 7,NA,NA,65
Juvigne_1991.46,France,Champagne-Ardenne,48.0847399044,4.12175918144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,2,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Juvigné, Etienne H. “Distribution of Widespread Postglacial Tephra Sheets from the Eifel and the Central-Massif in Ne France and Neighboring Regions.” Comptes Rendus De l’Academie Des Sciences Serie II 312, no. 4 (February 1991): 415–20.","Juvigné, Etienne H. “La Zone de Dispersion Des Poussières Émises Par Une Des Dernières Éruptions Du Volcan Du Laachersee (Eifel).” Zeitschrift Für Geomorphologie N.F. 21, no. 3 (1977): 323–42.",NA,NA,NA,NA,Update 7,NA,NA,66
Juvigne_1991.47,France,Champagne-Ardenne,48.1347342944,3.96066614593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,2,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Juvigné, Etienne H. “Distribution of Widespread Postglacial Tephra Sheets from the Eifel and the Central-Massif in Ne France and Neighboring Regions.” Comptes Rendus De l’Academie Des Sciences Serie II 312, no. 4 (February 1991): 415–20.","Juvigné, Etienne H. “La Zone de Dispersion Des Poussières Émises Par Une Des Dernières Éruptions Du Volcan Du Laachersee (Eifel).” Zeitschrift Für Geomorphologie N.F. 21, no. 3 (1977): 323–42.",NA,NA,NA,NA,Update 7,NA,NA,67
Juvigne_1991.48,France,Champagne-Ardenne,48.118069498,3.79957311041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,2,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Juvigné, Etienne H. “Distribution of Widespread Postglacial Tephra Sheets from the Eifel and the Central-Massif in Ne France and Neighboring Regions.” Comptes Rendus De l’Academie Des Sciences Serie II 312, no. 4 (February 1991): 415–20.","Juvigné, Etienne H. “La Zone de Dispersion Des Poussières Émises Par Une Des Dernières Éruptions Du Volcan Du Laachersee (Eifel).” Zeitschrift Für Geomorphologie N.F. 21, no. 3 (1977): 323–42.",NA,NA,NA,NA,Update 7,NA,NA,68
Juvigne_1991.50,France,Champagne-Ardenne,48.3902611782,3.88289709483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,2,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Juvigné, Etienne H. “Distribution of Widespread Postglacial Tephra Sheets from the Eifel and the Central-Massif in Ne France and Neighboring Regions.” Comptes Rendus De l’Academie Des Sciences Serie II 312, no. 4 (February 1991): 415–20.","Juvigné, Etienne H. “La Zone de Dispersion Des Poussières Émises Par Une Des Dernières Éruptions Du Volcan Du Laachersee (Eifel).” Zeitschrift Für Geomorphologie N.F. 21, no. 3 (1977): 323–42.",NA,NA,NA,NA,Update 7,NA,NA,69
Juvigne_1991.51,France,Champagne-Ardenne,48.2291681427,4.0662098591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S,2,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"Juvigné, Etienne H. “Distribution of Widespread Postglacial Tephra Sheets from the Eifel and the Central-Massif in Ne France and Neighboring Regions.” Comptes Rendus De l’Academie Des Sciences Serie II 312, no. 4 (February 1991): 415–20.","Juvigné, Etienne H. “La Zone de Dispersion Des Poussières Émises Par Une Des Dernières Éruptions Du Volcan Du Laachersee (Eifel).” Zeitschrift Für Geomorphologie N.F. 21, no. 3 (1977): 323–42.",NA,NA,NA,NA,Update 7,NA,NA,70
